"","seqnames","start","end","width","strand","Conc","Conc_F","Conc_M","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","Symbol.ENTREZID","Symbol.SYMBOL"
"42553","chr2", 71954010, 71954410,401,"*", 5.046592, 5.514827, 4.348960, 0.8666813,4.372794e-04,0.037387085,"Intron (ENSMUST00000090826.12/56508, intron 4 of 30)", 2, 71971055, 72026605, 55551,1,"56508","ENSMUST00000122975.8", -16645,56508,Rapgef4
"18097","chr12", 87313438, 87313838,401,"*", 6.508262, 6.900256, 5.968311, 0.7906587,4.377355e-04,0.037387085,"Promoter (<=1kb)",12, 87313472, 87320753,  7282,1,"217737","ENSMUST00000021425.8",      0,217737,Ahsa1
"62610","chr6",115521544,115521944,401,"*", 5.491051, 5.924304, 4.868954, 0.8184971,4.387997e-04,0.037434758,"Promoter (<=1kb)", 6,115521625,115531233,  9609,1,"381802","ENSMUST00000130425.8",      0,381802,Tsen2
"58835","chr5",135422708,135423108,401,"*", 4.995570, 5.480680, 4.259345, 0.8251557,4.392475e-04,0.037434758,"Promoter (<=1kb)", 5,135404995,135423400, 18406,2,"107939","ENSMUST00000111171.6",    292,107939,Pom121
"61026","chr6", 55209719, 55210119,401,"*", 4.993764, 5.491003, 4.228856, 0.8234654,4.399483e-04,0.037453819,"Intron (ENSMUST00000204842.3/330323, intron 5 of 10)", 6, 55180368, 55297207,116840,1,"330323","ENSMUST00000053094.8",  29351,330323,Mindy4
"49097","chr3",116724104,116724504,401,"*", 4.575881, 5.115340, 3.704365, 0.8703050,4.407331e-04,0.037478569,"Intron (ENSMUST00000040097.14/114301, intron 3 of 7)", 3,116690359,116696087,  5729,1,"20321","ENSMUST00000199030.2",  33745,20321,Frrs1
"10115","chr11", 44636829, 44637229,401,"*", 5.039702, 5.472174, 4.419225, 0.8460865,4.411940e-04,0.037478569,"Intron (ENSMUST00000109268.2/13591, intron 6 of 15)",11, 44512588, 44534286, 21699,1,"13591","ENSMUST00000138452.2", 124241,13591,Ebf1
"18453","chr12",104975954,104976354,401,"*", 5.715625, 6.122758, 5.146344, 0.7632768,4.417628e-04,0.037486319,"Promoter (<=1kb)",12,104896192,104976068, 79877,2,"212073","ENSMUST00000067005.11",      0,212073,Syne3
"72226","chr8",120653390,120653790,401,"*", 4.495163, 5.015581, 3.673094, 0.8580947,4.435853e-04,0.037600320,"Intron (ENSMUST00000144458.8/22224, intron 1 of 13)", 8,120637596,120678673, 41078,1,"22224","ENSMUST00000108982.11",  15794,22224,Usp10
"23948","chr14", 65355665, 65356065,401,"*", 5.152420, 5.618833, 4.458868, 0.8379220,4.448728e-04,0.037668773,"Intron (ENSMUST00000223989.2/54616, intron 1 of 2)",14, 65289509, 65335555, 46047,2,"54616","ENSMUST00000022550.8", -20110,54616,Extl3
"26042","chr15", 57624747, 57625147,401,"*", 5.616401, 6.024479, 5.045255, 0.7838832,4.460376e-04,0.037726703,"Intron (ENSMUST00000096430.11/387609, intron 1 of 3)",15, 57559125, 57684506,125382,1,"387609","ENSMUST00000160990.2",  65622,387609,Zhx2
"26329","chr15", 64414344, 64414744,401,"*", 5.699599, 6.104281, 5.135126, 0.7788255,4.470101e-04,0.037768261,"Distal Intergenic",15, 64499258, 64505357,  6100,2,"102632683","ENSMUST00000227641.2",  90613,102632683,Gm30691
"27151","chr15", 80730864, 80731264,401,"*", 4.449841, 4.975296, 3.614917, 0.8480075,4.476042e-04,0.037777206,"Intron (ENSMUST00000067689.9/213988, intron 4 of 24)",15, 80764899, 80814209, 49311,1,"213988","ENSMUST00000228124.2", -33635,213988,Tnrc6b
"16795","chr12", 55833994, 55834394,401,"*", 4.589790, 5.086429, 3.826318, 0.8572473,4.496287e-04,0.037777206,"Exon (ENSMUST00000220367.2/56784, exon 5 of 40)",12, 55649681, 55867552,217872,2,"56784","ENSMUST00000220367.2",  33158,56784,Ralgapa1
"18518","chr12",108500643,108501043,401,"*", 4.782512, 5.302923, 3.960460, 0.8668099,4.499865e-04,0.037777206,"Promoter (<=1kb)",12,108501070,108503686,  2617,1,"68519","ENSMUST00000148186.2",    -27,68519,Eml1
"6701","chr10", 67920945, 67921345,401,"*", 4.536423, 5.055973, 3.716551, 0.8493214,4.501758e-04,0.037777206,"Distal Intergenic",10, 67879798, 67886876,  7079,1,"170799","ENSMUST00000123147.2",  41147,170799,Rtkn2
"18116","chr12", 88327256, 88327656,401,"*", 5.703499, 6.156993, 5.038405, 0.7702800,4.508785e-04,0.037777206,"Promoter (<=1kb)",12, 88327324, 88428489,101166,1,"72113","ENSMUST00000101165.9",      0,72113,Adck1
"58850","chr5",135540677,135541077,401,"*", 4.733365, 5.236948, 3.953125, 0.8430861,4.514310e-04,0.037777206,"Intron (ENSMUST00000060311.12/215114, intron 1 of 30)", 5,135478603,135518112, 39510,2,"215114","ENSMUST00000201998.2", -22565,215114,Hip1
"40245","chr19", 61010427, 61010827,401,"*", 5.859742, 6.289499, 5.244881, 0.8153130,4.515675e-04,0.037777206,"Intron (ENSMUST00000003313.10/14773, intron 2 of 15)",19, 61001855, 61001983,   129,2,"115486083","ENSMUST00000158269.3",  -8444,115486083,Gm22520
"40612","chr2", 18682626, 18683026,401,"*", 5.143264, 5.598797, 4.473730, 0.7985603,4.519331e-04,0.037777206,"Promoter (<=1kb)", 2, 18682618, 18688487,  5870,1,"12151","ENSMUST00000150834.8",      8,12151,Bmi1
"5915","chr10", 39650459, 39650859,401,"*", 4.340476, 4.893400, 3.432531, 0.8647648,4.526267e-04,0.037777206,"Intron (ENSMUST00000019986.13/19714, intron 1 of 31)",10, 39608360, 39751202,142843,1,"19714","ENSMUST00000164763.8",  42099,19714,Rev3l
"8605","chr10",117882096,117882496,401,"*", 4.803543, 5.343569, 3.930519, 0.8599398,4.529124e-04,0.037777206,"Distal Intergenic",10,117977716,117982665,  4950,1,"17245","ENSMUST00000219827.2", -95220,17245,Mdm1
"15111","chr11",116530606,116531006,401,"*", 4.549361, 5.087269, 3.681961, 0.8631611,4.532425e-04,0.037777206,"Distal Intergenic",11,116488995,116517845, 28851,2,"217344","ENSMUST00000103028.8", -12761,217344,Rhbdf2
"46231","chr2",180332014,180332414,401,"*", 5.289048, 5.708612, 4.694990, 0.8484540,4.532581e-04,0.037777206,"Exon (ENSMUST00000103054.4/23856, exon 3 of 6)", 2,180339856,180339962,   107,1,"115489664","ENSMUST00000082488.3",  -7442,115489664,Gm22502
"3307","chr1",152451182,152451582,401,"*", 5.575454, 5.992802, 4.985859, 0.7825023,4.535309e-04,0.037777206,"Intron (ENSMUST00000111859.8/19731, intron 4 of 18)", 1,152433294,152468510, 35217,2,"19731","ENSMUST00000128251.8",  16928,19731,Rgl1
"30240","chr16", 55754836, 55755236,401,"*", 5.660064, 6.127896, 4.963337, 0.7903163,4.545312e-04,0.037777206,"Promoter (<=1kb)",16, 55720251, 55755218, 34968,2,"74201","ENSMUST00000023270.14",      0,74201,Cep97
"16113","chr12", 21333611, 21334011,401,"*", 4.258586, 4.826798, 3.307701, 0.8660816,4.545813e-04,0.037777206,"Promoter (1-2kb)",12, 21335526, 21345079,  9554,1,"54451","ENSMUST00000221507.2",  -1515,54451,Cpsf3
"1091","chr1", 60465218, 60465618,401,"*", 4.841544, 5.410321, 3.889041, 0.8679664,4.548165e-04,0.037777206,"Intron (ENSMUST00000052332.15/329165, intron 1 of 8)", 1, 60476242, 60516917, 40676,1,"329165","ENSMUST00000185788.7", -10624,329165,Abi2
"43155","chr2", 91560708, 91561108,401,"*", 5.399662, 5.826239, 4.791339, 0.8053678,4.559588e-04,0.037832047,"Promoter (<=1kb)", 2, 91560570, 91749194,188625,1,"228361","ENSMUST00000045705.14",    138,228361,Ambra1
"9755","chr11", 29643617, 29644017,401,"*", 5.826543, 6.232010, 5.260533, 0.7892830,4.578487e-04,0.037894116,"Promoter (<=1kb)",11, 29643774, 29692916, 49143,1,"68585","ENSMUST00000102841.8",      0,68585,Rtn4
"34870","chr18",  5613090,  5613490,401,"*", 5.228271, 5.677705, 4.571953, 0.8005973,4.580532e-04,0.037894116,"Intron (ENSMUST00000224200.3/21417, intron 1 of 2)",18,  5603744,  5642873, 39130,1,"21417","ENSMUST00000159477.2",   9346,21417,Zeb1
"31567","chr17", 15616415, 15616815,401,"*", 5.503040, 5.940891, 4.871338, 0.7877959,4.581552e-04,0.037894116,"Promoter (<=1kb)",17, 15616464, 15653700, 37237,1,"67544","ENSMUST00000055352.8",      0,67544,Fam120b
"65364","chr7", 65785748, 65786148,401,"*", 5.206976, 5.642134, 4.580913, 0.8096357,4.587021e-04,0.037899416,"Intron (ENSMUST00000036372.8/269941, intron 2 of 2)", 7, 65759263, 65823546, 64284,1,"269941","ENSMUST00000036372.8",  26485,269941,Chsy1
"69400","chr8", 26484104, 26484504,401,"*", 5.506623, 5.923931, 4.917107, 0.8007024,4.598136e-04,0.037951303,"Promoter (<=1kb)", 8, 26470632, 26484161, 13530,2,"74653","ENSMUST00000061850.5",      0,74653,Pomk
"34160","chr17", 80972323, 80972723,401,"*", 4.779288, 5.284055, 3.996159, 0.8606289,4.616536e-04,0.038063142,"Intron (ENSMUST00000112389.9/225028, intron 2 of 34)",17, 80887946, 80932415, 44470,2,"225028","ENSMUST00000234585.2", -39908,225028,Map4k3
"25198","chr15", 10818252, 10818652,401,"*", 5.782835, 6.191282, 5.210963, 0.7683058,4.626227e-04,0.038067948,"Intron (ENSMUST00000227059.2/100502601, intron 1 of 2)",15, 10814913, 10835300, 20388,1,"100502601","ENSMUST00000228418.2",   3339,100502601,Gm19276
"16963","chr12", 70158361, 70158761,401,"*", 6.047699, 6.477486, 5.432776, 0.7977535,4.626818e-04,0.038067948,"Promoter (<=1kb)",12, 70065514, 70158403, 92890,2,"18080","ENSMUST00000220689.2",      0,18080,Nin
"2770","chr1",133976389,133976789,401,"*", 4.828265, 5.355934, 3.987641, 0.8459644,4.641587e-04,0.038149467,"Distal Intergenic", 1,133965234,133968212,  2979,1,"14264","ENSMUST00000162779.2",  11155,14264,Fmod
"39604","chr19", 46064125, 46064525,401,"*", 5.780692, 6.211047, 5.164597, 0.7962296,4.671847e-04,0.038309699,"Promoter (<=1kb)",19, 46064302, 46073967,  9666,1,"70769","ENSMUST00000165017.2",      0,70769,Nolc1
"32082","chr17", 28499414, 28499814,401,"*", 4.836799, 5.365669, 3.993069, 0.8675136,4.675757e-04,0.038309699,"Intron (ENSMUST00000002320.16/19015, intron 2 of 7)",17, 28491093, 28517690, 26598,1,"19015","ENSMUST00000169040.3",   8321,19015,Ppard
"6152","chr10", 52154920, 52155320,401,"*", 4.465827, 4.997155, 3.615713, 0.8669256,4.682205e-04,0.038309699,"Intron (ENSMUST00000069004.14/66686, intron 2 of 10)",10, 52109733, 52197474, 87742,1,"66686","ENSMUST00000218582.2",  45187,66686,Dcbld1
"1329","chr1", 64487105, 64487505,401,"*", 4.677609, 5.222630, 3.791197, 0.8461075,4.685418e-04,0.038309699,"Distal Intergenic", 1, 64571804, 64636854, 65051,1,"12912","ENSMUST00000185594.7", -84299,12912,Creb1
"36870","chr18", 63823447, 63823847,401,"*", 4.665062, 5.146418, 3.937552, 0.8682645,4.685485e-04,0.038309699,"Promoter (1-2kb)",18, 63796438, 63825393, 28956,2,"53382","ENSMUST00000025476.4",   1546,53382,Txnl1
"19801","chr13", 41694888, 41695288,401,"*", 4.894554, 5.380976, 4.155262, 0.8195857,4.708474e-04,0.038422676,"Intron (ENSMUST00000224440.2/102634940, intron 2 of 2)",13, 41696481, 41713389, 16909,2,"102634650","ENSMUST00000225451.2",  18101,102634650,Gm32184
"12943","chr11", 87111502, 87111902,401,"*", 4.422822, 4.987884, 3.480927, 0.8666737,4.709093e-04,0.038422676,"3' UTR",11, 87080900, 87109084, 28185,1,"68729","ENSMUST00000154138.2",  30602,68729,Trim37
"18001","chr12", 85865169, 85865569,401,"*", 4.785706, 5.282975, 4.020724, 0.8564319,4.742579e-04,0.038620779,"Intron (ENSMUST00000021676.12/58520, intron 3 of 4)",12, 85866106, 85869024,  2919,2,"58520","ENSMUST00000148323.2",   3455,58520,Erg28
"48144","chr3", 94728492, 94728892,401,"*", 5.141379, 5.583169, 4.501376, 0.7960599,4.750559e-04,0.038620779,"Distal Intergenic", 3, 94744878, 94789637, 44760,1,"229584","ENSMUST00000107270.9", -15986,229584,Pogz
"3636","chr1",159059605,159060005,401,"*", 5.626731, 6.072594, 4.978068, 0.8122072,4.751439e-04,0.038620779,"Promoter (<=1kb)", 1,159059890,159077689, 17800,1,"26374","ENSMUST00000195800.6",      0,26374,Cop1
"63500","chr6",134909577,134909977,401,"*", 5.999959, 6.406023, 5.432777, 0.7482031,4.755119e-04,0.038620779,"Intron (ENSMUST00000247190.1/381822, intron 1 of 1)", 6,134906118,134928681, 22564,1,"381822","ENSMUST00000184504.2",   3459,381822,Lockd
"45076","chr2",153597545,153597945,401,"*", 4.165294, 4.750178, 3.165531, 0.8673187,4.758231e-04,0.038620779,"Exon (ENSMUST00000028981.9/13589, exon 3 of 7)", 2,153587313,153598000, 10688,1,"13589","ENSMUST00000123570.2",  10232,13589,Mapre1
"14689","chr11",108105999,108106399,401,"*", 4.736452, 5.274358, 3.869060, 0.8485545,4.767638e-04,0.038620779,"Intron (ENSMUST00000059595.11/18750, intron 2 of 16)",11,108072676,108084952, 12277,1,"115487810","ENSMUST00000153899.2",  33323,115487810,Gm11655
"8639","chr10",120037468,120037868,401,"*", 6.032863, 6.440266, 5.463051, 0.7507842,4.767815e-04,0.038620779,"Promoter (<=1kb)",10,120037495,120039120,  1626,1,"102637719","ENSMUST00000156247.2",      0,102637719,Gm38500
"51340","chr4", 86572538, 86572938,401,"*", 4.602362, 5.129119, 3.764089, 0.8524334,4.785492e-04,0.038716806,"Intron (ENSMUST00000154999.2/11520, intron 2 of 2)", 4, 86575144, 86576881,  1738,2,"11520","ENSMUST00000138605.2",   3943,11520,Plin2
"16514","chr12", 38979181, 38979581,401,"*", 4.916816, 5.399017, 4.187349, 0.8351185,4.789535e-04,0.038716806,"Distal Intergenic",12, 38956054, 38956952,   899,2,"102637919","ENSMUST00000223252.2", -22229,102637919,Gm34611
"72261","chr8",120905771,120906171,401,"*", 5.611955, 6.107540, 4.851004, 0.8096589,4.796299e-04,0.038719970,"Promoter (1-2kb)", 8,120893136,120904205, 11070,2,"436062","ENSMUST00000048786.13",  -1566,436062,Cibar2
"50364","chr4", 35223613, 35224013,401,"*", 4.257957, 4.810813, 3.350200, 0.8665904,4.799792e-04,0.038719970,"Promoter (1-2kb)", 4, 35191287, 35225834, 34548,2,"73205","ENSMUST00000108126.8",   1821,73205,C9orf72
"53382","chr4",135637545,135637945,401,"*", 5.133165, 5.584974, 4.471724, 0.8545335,4.809429e-04,0.038757875,"Promoter (1-2kb)", 4,135639129,135647518,  8390,1,"12802","ENSMUST00000068830.4",  -1184,12802,Cnr2
"5309","chr10", 17821903, 17822303,401,"*", 5.120898, 5.590915, 4.419261, 0.8555413,4.817962e-04,0.038759541,"Promoter (1-2kb)",10, 17774783, 17823815, 49033,2,"380629","ENSMUST00000037879.8",   1512,380629,Heca
"33148","chr17", 47941094, 47941494,401,"*", 5.126257, 5.586698, 4.445961, 0.7997383,4.823804e-04,0.038759541,"Promoter (<=1kb)",17, 47941615, 47997663, 56049,1,"224836","ENSMUST00000024779.15",   -121,224836,Usp49
"37137","chr18", 69073225, 69073625,401,"*", 4.381652, 4.937766, 3.464889, 0.8603777,4.824450e-04,0.038759541,"Intron (ENSMUST00000236143.2/78931, intron 3 of 6)",18, 69077704, 69083212,  5509,2,"78931","ENSMUST00000025428.6",   9587,78931,4930546C10Rik
"1945","chr1", 89804426, 89804826,401,"*", 5.726628, 6.153241, 5.118233, 0.8074204,4.830813e-04,0.038760996,"Intron (ENSMUST00000027521.15/347722, intron 16 of 17)", 1, 89857938, 89860274,  2337,1,"102637806","ENSMUST00000241354.1", -53112,102637806,LOC102637806
"10331","chr11", 49500830, 49501230,401,"*", 5.782668, 6.197730, 5.197657, 0.7872778,4.834507e-04,0.038760996,"Promoter (<=1kb)",11, 49500090, 49543566, 43477,1,"14257","ENSMUST00000020617.3",    740,14257,Flt4
"75278","chr9", 66177174, 66177574,401,"*", 5.557921, 6.009625, 4.896705, 0.7879232,4.840477e-04,0.038769258,"Promoter (1-2kb)", 9, 66175656, 66178997,  3342,1,"13143","ENSMUST00000129778.2",   1518,13143,Dapk2
"19478","chr13", 29957410, 29957810,401,"*", 4.316866, 4.893658, 3.341102, 0.8611609,4.847326e-04,0.038770439,"Intron (ENSMUST00000140278.8/68916, intron 5 of 16)",13, 29961279, 30039414, 78136,2,"68916","ENSMUST00000124532.8",  81604,68916,Cdkal1
"5885","chr10", 39378091, 39378491,401,"*", 4.930872, 5.444086, 4.126910, 0.8309100,4.857867e-04,0.038770439,"Intron (ENSMUST00000148152.8/14360, intron 3 of 4)",10, 39387735, 39440418, 52684,1,"14360","ENSMUST00000136659.2",  -9244,14360,Fyn
"78228","chrX",139857278,139857678,401,"*", 5.235923, 5.700981, 4.545396, 0.7875476,4.866946e-04,0.038770439,"Promoter (<=1kb)",20,139849178,139857438,  8261,2,"53380","ENSMUST00000033805.15",      0,53380,Psmd10
"53237","chr4",134229895,134230295,401,"*", 4.030244, 4.624751, 3.001225, 0.8658102,4.867575e-04,0.038770439,"Intron (ENSMUST00000081525.4/71904, intron 1 of 1)", 4,134224352,134234306,  9955,1,"71904","ENSMUST00000155449.2",   5543,71904,Paqr7
"67021","chr7",105203535,105203935,401,"*", 6.212348, 6.603509, 5.673985, 0.7785781,4.872878e-04,0.038770439,"Promoter (<=1kb)", 7,105203567,105207596,  4030,1,"20597","ENSMUST00000046983.10",      0,20597,Smpd1
"24639","chr14", 98307444, 98307844,401,"*", 4.352944, 4.916047, 3.416603, 0.8610418,4.873534e-04,0.038770439,"Intron (ENSMUST00000069334.8/13134, intron 1 of 10)",14, 98024289, 98406979,382691,2,"13134","ENSMUST00000069334.8",  99135,13134,Dach1
"33729","chr17", 67779685, 67780085,401,"*", 5.500099, 5.922399, 4.900501, 0.7619958,4.875692e-04,0.038770439,"Distal Intergenic",17, 67068070, 67661452,593383,2,"19274","ENSMUST00000224091.2",-118233,19274,Ptprm
"43400","chr2",103419710,103420110,401,"*", 5.255239, 5.693832, 4.621979, 0.8219930,4.880461e-04,0.038770439,"Intron (ENSMUST00000076212.4/99382, intron 1 of 16)", 2,103396655,103548768,152114,1,"99382","ENSMUST00000076212.4",  23055,99382,Abtb2
"18629","chr12",111133310,111133710,401,"*", 5.159182, 5.605554, 4.509430, 0.8228725,4.885079e-04,0.038770439,"Promoter (<=1kb)",12,111132982,111233578,100597,1,"22031","ENSMUST00000060274.7",    328,22031,Traf3
"522","chr1", 43131798, 43132198,401,"*", 5.716571, 6.130502, 5.133819, 0.8322605,4.893850e-04,0.038800819,"Promoter (<=1kb)", 1, 43086380, 43131889, 45510,2,"73122","ENSMUST00000186694.7",      0,73122,Tgfbrap1
"17541","chr12", 79869066, 79869466,401,"*", 5.154980, 5.600108, 4.507886, 0.8514381,4.909620e-04,0.038886569,"Distal Intergenic",12, 79938062, 79938677,   616,1,"108168013","ENSMUST00000243367.1", -68596,108168013,Gm46362
"29522","chr16", 32794981, 32795381,401,"*", 4.624907, 5.141789, 3.811761, 0.8391118,4.919549e-04,0.038925932,"Intron (ENSMUST00000023491.13/70144, intron 7 of 20)",16, 32799767, 32818948, 19182,1,"70144","ENSMUST00000163428.8",  -4386,70144,Lrch3
"60730","chr6", 47812766, 47813166,401,"*", 6.254806, 6.671161, 5.667203, 0.7484889,4.931820e-04,0.038981367,"Promoter (<=1kb)", 6, 47812629, 47850471, 37843,1,"272347","ENSMUST00000114598.3",    137,272347,Zfp398
"60362","chr6", 32486021, 32486421,401,"*", 4.620811, 5.163468, 3.740756, 0.8502336,4.936488e-04,0.038981367,"Promoter (1-2kb)", 6, 32488008, 32492511,  4504,1,"319849","ENSMUST00000150314.2",  -1587,319849,Plxna4os1
"69431","chr8", 27532540, 27532940,401,"*", 6.225682, 6.614672, 5.691444, 0.7153187,4.944223e-04,0.039002227,"Promoter (<=1kb)", 8, 27532583, 27546160, 13578,1,"114863","ENSMUST00000033875.10",      0,114863,Plpbp
"50249","chr4", 16013896, 16014296,401,"*", 4.296058, 4.918844, 3.176246, 0.8642108,4.953575e-04,0.039002227,"Promoter (<=1kb)", 4, 15997121, 16013888, 16768,2,"209212","ENSMUST00000037198.10",     -8,209212,Osgin2
"11657","chr11", 70453533, 70453933,401,"*", 6.233319, 6.632610, 5.679342, 0.7915471,4.954036e-04,0.039002227,"Promoter (<=1kb)",11, 70453707, 70505308, 51602,1,"50932","ENSMUST00000072237.13",      0,50932,Mink1
"36852","chr18", 62243903, 62244303,401,"*", 4.857387, 5.333589, 4.141718, 0.8217468,4.965675e-04,0.039054689,"Distal Intergenic",18, 62275689, 62279579,  3891,1,"105246464","ENSMUST00000236502.2", -31386,105246464,Gm41750
"40737","chr2", 22912028, 22912428,401,"*", 5.656938, 6.087614, 5.040179, 0.8022322,4.976533e-04,0.039100902,"Intron (ENSMUST00000126112.8/11308, intron 1 of 9)", 2, 22830376, 22930116, 99741,2,"11308","ENSMUST00000153931.8",  17688,11308,Abi1
"49468","chr3",131061900,131062300,401,"*", 5.020581, 5.467912, 4.368779, 0.8494723,4.993008e-04,0.039132846,"Intron (ENSMUST00000029610.9/15107, intron 1 of 7)", 3,131038750,131065673, 26924,2,"15107","ENSMUST00000152427.2",   3373,15107,Hadh
"57768","chr5",115080182,115080582,401,"*", 5.483612, 5.891052, 4.913725, 0.7809962,4.994479e-04,0.039132846,"Promoter (<=1kb)", 5,115080217,115087842,  7626,1,"72357","ENSMUST00000031538.9",      0,72357,2210016L21Rik
"55538","chr5", 33432464, 33432864,401,"*", 5.024429, 5.498651, 4.313276, 0.8173595,4.999080e-04,0.039132846,"Promoter (<=1kb)", 5, 33405067, 33432338, 27272,2,"13016","ENSMUST00000079746.10",   -126,13016,Ctbp1
"5778","chr10", 37234584, 37234984,401,"*", 5.228770, 5.699849, 4.524740, 0.8535729,5.008180e-04,0.039132846,"Intron (ENSMUST00000181602.2/102633435, intron 2 of 2)",10, 37213482, 37255648, 42167,1,"102633435","ENSMUST00000181602.2",  21102,102633435,Gm26535
"8598","chr10",117787972,117788372,401,"*", 4.961485, 5.415646, 4.294940, 0.8047110,5.011015e-04,0.039132846,"Distal Intergenic",10,117761364,117784197, 22834,1,"71067","ENSMUST00000217950.2",  26608,71067,4933411E08Rik
"21160","chr13", 94393629, 94394029,401,"*", 4.363854, 4.927140, 3.426995, 0.8591963,5.011347e-04,0.039132846,"Intron (ENSMUST00000022197.15/107767, intron 1 of 8)",13, 94361531, 94401654, 40124,2,"107767","ENSMUST00000138255.2",   7625,107767,Scamp1
"71433","chr8", 95981601, 95982001,401,"*", 5.528675, 5.967500, 4.894927, 0.7710738,5.015498e-04,0.039132846,"Intron (ENSMUST00000119870.9/333329, intron 25 of 32)", 8, 95967609, 96008218, 40610,2,"333329","ENSMUST00000120044.9",  26217,333329,Cngb1
"21823","chr13",112959810,112960210,401,"*", 4.945993, 5.458974, 4.142608, 0.8411617,5.033169e-04,0.039202835,"Intron (ENSMUST00000016144.12/19012, intron 1 of 5)",13,112937397,113004176, 66780,1,"19012","ENSMUST00000070951.8",  22413,19012,Plpp1
"12624","chr11", 81887217, 81887617,401,"*", 3.928885, 4.564461, 2.765429, 0.8614561,5.043489e-04,0.039202835,"Intron (ENSMUST00000207942.2/102633775, intron 1 of 5)",11, 81876232, 81879595,  3364,1,"102634309","ENSMUST00000150772.2",  10985,102634309,Gm11419
"68540","chr7",140518273,140518673,401,"*", 4.132087, 4.717960, 3.129353, 0.8608813,5.052235e-04,0.039202835,"Promoter (2-3kb)", 7,140521304,140527569,  6266,1,"212974","ENSMUST00000164337.8",  -2631,212974,Pgghg
"44685","chr2",144392478,144392878,401,"*", 4.541610, 5.136345, 3.511888, 0.8564407,5.053715e-04,0.039202835,"Promoter (<=1kb)", 2,144384185,144392789,  8605,2,"26450","ENSMUST00000028915.6",      0,26450,Rbbp9
"36459","chr18", 52598612, 52599012,401,"*", 4.979870, 5.485405, 4.194865, 0.8322374,5.054204e-04,0.039202835,"Promoter (<=1kb)",18, 52598765, 52620675, 21911,1,"67222","ENSMUST00000237229.2",      0,67222,Srfbp1
"20989","chr13", 81116350, 81116750,401,"*", 4.523967, 5.064494, 3.649609, 0.8453908,5.054435e-04,0.039202835,"Intron (ENSMUST00000181043.8/102635253, intron 1 of 2)",13, 81112193, 81227976,115784,1,"319983","ENSMUST00000180409.2",   4157,319983,9330111N05Rik
"43464","chr2",104939275,104939675,401,"*", 5.089752, 5.550419, 4.408960, 0.8162827,5.073340e-04,0.039288379,"Intron (ENSMUST00000172701.8/329480, intron 1 of 6)", 2,104923975,104956748, 32774,2,"329480","ENSMUST00000174870.2",  17073,329480,Wt1os
"69588","chr8", 36145417, 36145817,401,"*", 5.680438, 6.116432, 5.052629, 0.7981665,5.075475e-04,0.039288379,"3' UTR", 8, 36174814, 36187103, 12290,2,"102638388","ENSMUST00000209585.2",  41286,102638388,1700015I17Rik
"78074","chrX",101548592,101548992,401,"*", 4.105176, 4.712627, 3.035527, 0.8607211,5.085907e-04,0.039294256,"Promoter (<=1kb)",20,101328245,101548965,220721,2,"70315","ENSMUST00000087916.11",      0,70315,Hdac8
"68938","chr8",  8874252,  8874652,401,"*", 4.730736, 5.228570, 3.964400, 0.8322895,5.086246e-04,0.039294256,"Intron (ENSMUST00000207035.2/105243116, intron 2 of 4)", 8,  8785970,  8805337, 19368,1,"105243116","ENSMUST00000209128.2",  88282,105243116,Gm39127
"24460","chr14", 79359499, 79359899,401,"*", 4.823058, 5.317831, 4.064048, 0.8238789,5.093551e-04,0.039311276,"Intron (ENSMUST00000040990.7/219189, intron 37 of 44)",14, 79381361, 79439750, 58390,1,"219189","ENSMUST00000228904.2", -21462,219189,Vwa8
"50796","chr4", 53224164, 53224564,401,"*", 4.529773, 5.061521, 3.678565, 0.8500565,5.100442e-04,0.039311276,"Promoter (2-3kb)", 4, 53227309, 53251124, 23816,1,"78180","ENSMUST00000243754.1",  -2745,78180,4930522O17Rik
"50053","chr4",  3832901,  3833301,401,"*", 4.732304, 5.256060, 3.901735, 0.8381006,5.103474e-04,0.039311276,"Promoter (1-2kb)", 4,  3835079,  3835146,    68,2,"115490074","ENSMUST00000157726.2",   1845,115490074,Gm24016
"77400","chr9",123339136,123339536,401,"*", 5.605527, 6.010307, 5.040862, 0.7866410,5.111132e-04,0.039331663,"Promoter (<=1kb)", 9,123339129,123348365,  9237,1,"29806","ENSMUST00000213278.2",      7,29806,Limd1
"67598","chr7",116046890,116047290,401,"*", 4.702948, 5.214486, 3.903154, 0.8307532,5.124043e-04,0.039392394,"Distal Intergenic", 7,115938962,116042684,103723,2,"18704","ENSMUST00000206219.2",  -4206,18704,Pik3c2a
"64131","chr7", 15853728, 15854128,401,"*", 6.181996, 6.582270, 5.626114, 0.7659302,5.133577e-04,0.039408770,"Promoter (<=1kb)", 7, 15853820, 15855449,  1630,1,"70394","ENSMUST00000130170.2",      0,70394,Kptn
"54070","chr4",144909662,144910062,401,"*", 4.312965, 4.860322, 3.420236, 0.8479279,5.139609e-04,0.039408770,"Intron (ENSMUST00000036579.14/230895, intron 2 of 69)", 4,144699196,144917236,218041,2,"230895","ENSMUST00000020441.13",   7174,230895,Vps13d
"24241","chr14", 73603995, 73604395,401,"*", 5.058137, 5.539729, 4.330078, 0.8330982,5.145457e-04,0.039408770,"Promoter (1-2kb)",14, 73600325, 73605945,  5621,2,"16432","ENSMUST00000226722.2",   1550,16432,Itm2b
